employee_id,age,dfh,edu,job_level,income,stock_option,salary_increase,training,years_company,years_promotion,years_manager,num_companiesworked,years_working,performance,job_involvement,satisfaction_environment,satisfaction_job,wlb,attrition_d,business_travel,department,edu_field,gender,job_role,marital,cluster
379,35,8,2,1,36900,1,13,2,10,7,8,1.0,10.0,3,4,4.0,2.0,2.0,1,Travel_Frequently,Sales,Marketing,Female,Laboratory Technician,Divorced,3
388,29,3,3,3,59160,0,12,2,3,0,2,6.0,5.0,3,3,2.0,3.0,3.0,1,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Divorced,3
399,32,9,1,1,27410,1,15,5,1,0,1,1.0,1.0,3,2,1.0,4.0,1.0,1,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,3
403,58,9,2,1,21530,0,11,3,1,0,0,9.0,3.0,3,3,4.0,4.0,2.0,1,Travel_Frequently,Sales,Technical Degree,Male,Sales Executive,Divorced,3
405,20,11,3,2,93960,0,12,6,2,0,2,1.0,2.0,3,1,3.0,3.0,2.0,1,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Single,3
409,22,15,4,1,124900,0,13,3,3,0,2,0.0,4.0,3,3,2.0,3.0,4.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,3
410,41,23,3,2,26570,0,11,3,7,1,0,4.0,10.0,3,4,2.0,4.0,2.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Divorced,3
412,39,10,4,4,66960,0,11,3,2,2,2,7.0,8.0,3,3,4.0,1.0,1.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Human Resources,Married,3
426,25,1,2,1,32120,1,15,3,1,0,0,1.0,1.0,3,2,3.0,2.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,3
431,19,15,3,2,160640,1,15,3,1,0,0,1.0,1.0,3,3,4.0,2.0,4.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,3
432,20,29,3,3,27070,0,11,2,1,0,0,1.0,1.0,3,3,1.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,3
436,36,10,3,3,22320,1,12,2,16,3,7,1.0,16.0,3,3,3.0,4.0,3.0,1,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married,3
443,58,9,2,4,59570,1,14,2,1,0,0,4.0,7.0,3,1,4.0,3.0,3.0,1,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,3
449,40,2,4,1,65450,0,15,2,1,0,0,4.0,22.0,3,3,2.0,2.0,2.0,1,Non-Travel,Research & Development,Life Sciences,Male,Human Resources,Single,3
454,29,3,5,1,27230,1,11,2,0,0,0,6.0,3.0,3,2,4.0,1.0,3.0,1,Travel_Rarely,Human Resources,Life Sciences,Male,Sales Executive,Single,3
463,30,2,3,2,40000,0,12,5,5,0,1,4.0,7.0,3,2,1.0,3.0,3.0,1,Travel_Rarely,Sales,Life Sciences,Male,Healthcare Representative,Married,3
468,35,24,3,3,20700,3,13,1,4,0,2,1.0,5.0,3,2,3.0,2.0,1.0,1,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Divorced,3
474,20,2,2,2,63970,1,17,3,1,0,0,1.0,1.0,3,3,4.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,3
475,30,8,4,1,191440,0,11,3,3,1,2,0.0,4.0,3,3,2.0,2.0,3.0,1,Travel_Frequently,Research & Development,Medical,Male,Sales Executive,Single,3
487,37,15,3,2,44850,1,11,2,1,0,0,5.0,15.0,3,4,1.0,2.0,1.0,1,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married,3
491,26,21,1,1,135250,1,17,4,2,2,2,8.0,7.0,3,2,2.0,1.0,3.0,1,Non-Travel,Research & Development,Life Sciences,Female,Manufacturing Director,Single,3
504,36,7,2,1,56600,0,12,3,1,0,0,7.0,9.0,3,3,1.0,3.0,2.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,3
505,26,2,3,2,48210,2,14,2,3,1,2,6.0,6.0,3,3,1.0,1.0,3.0,1,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Married,3
520,21,1,4,1,57750,0,18,2,1,1,0,1.0,1.0,3,3,3.0,1.0,2.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single,3
523,28,19,4,4,52380,1,17,4,10,1,9,1.0,10.0,3,2,2.0,1.0,2.0,1,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,3
535,33,1,2,1,62140,2,19,3,13,3,8,1.0,14.0,3,3,1.0,3.0,3.0,1,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Single,3
539,25,25,4,2,82680,0,12,3,7,5,6,1.0,7.0,3,2,4.0,4.0,4.0,1,Travel_Rarely,Human Resources,Human Resources,Female,Research Scientist,Married,3
540,26,8,2,2,80950,0,15,3,1,0,0,1.0,1.0,3,4,1.0,3.0,2.0,1,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,3
541,33,8,2,4,29040,0,13,2,2,2,2,4.0,5.0,3,3,1.0,2.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,3
543,28,7,3,2,29760,0,14,3,1,0,0,1.0,1.0,3,3,1.0,2.0,3.0,1,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,3
544,50,1,4,2,159920,0,14,3,0,0,0,3.0,5.0,3,3,4.0,3.0,3.0,1,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,3
571,18,2,4,3,109650,0,18,5,0,0,0,1.0,0.0,3,4,3.0,3.0,3.0,1,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,3
572,33,3,2,1,49360,0,14,2,5,0,3,0.0,6.0,3,2,1.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single,3
574,31,10,3,1,53040,0,17,3,2,2,2,1.0,2.0,3,4,3.0,3.0,2.0,1,Travel_Frequently,Sales,Technical Degree,Female,Research Director,Married,3
579,29,6,3,1,22440,3,12,5,11,3,10,1.0,11.0,3,1,4.0,1.0,1.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,3
585,28,15,4,2,41970,0,13,3,1,0,0,1.0,1.0,3,1,3.0,4.0,2.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,3
592,43,5,3,3,45220,1,15,3,4,1,3,8.0,7.0,3,3,1.0,3.0,2.0,1,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Single,3
600,44,6,2,3,45580,1,13,2,6,0,2,1.0,6.0,3,1,3.0,3.0,3.0,1,Travel_Rarely,Human Resources,Human Resources,Male,Sales Executive,Single,3
607,41,12,3,2,195660,0,16,2,1,0,0,6.0,5.0,3,4,1.0,1.0,1.0,1,Non-Travel,Research & Development,Life Sciences,Male,Sales Representative,Divorced,3
614,24,28,4,3,28860,1,19,5,1,0,0,1.0,1.0,3,3,4.0,2.0,1.0,1,Travel_Rarely,Human Resources,Human Resources,Male,Manufacturing Director,Married,3
635,19,2,2,3,98240,0,18,2,1,0,0,1.0,1.0,3,3,1.0,2.0,4.0,1,Non-Travel,Sales,Other,Male,Healthcare Representative,Single,3
654,25,1,1,1,109320,1,11,3,1,1,0,1.0,1.0,3,3,3.0,4.0,3.0,1,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,3
658,21,20,2,4,53370,1,14,2,2,2,2,1.0,2.0,3,3,1.0,3.0,1.0,1,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Single,3
671,44,21,4,2,62720,1,19,3,10,0,5,1.0,10.0,3,3,1.0,4.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,3
675,29,29,4,1,28860,0,13,4,7,7,7,3.0,10.0,3,3,2.0,3.0,3.0,1,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Representative,Divorced,3
682,32,5,3,1,96020,1,13,3,10,1,1,1.0,10.0,3,3,4.0,3.0,3.0,1,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Married,3
689,40,8,1,1,59850,3,13,1,5,1,0,2.0,9.0,3,2,4.0,2.0,3.0,1,Travel_Rarely,Sales,Other,Male,Laboratory Technician,Single,3
690,52,3,2,3,25790,1,19,1,8,7,7,9.0,10.0,3,3,2.0,2.0,2.0,1,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,3
695,31,3,1,1,71040,1,14,3,3,2,2,1.0,3.0,3,3,4.0,2.0,4.0,1,Travel_Frequently,Research & Development,Life Sciences,Male,Sales Executive,Single,3
696,44,5,3,1,63220,1,11,2,3,1,2,4.0,10.0,3,3,1.0,1.0,4.0,1,Travel_Rarely,Sales,Life Sciences,Male,Laboratory Technician,Married,3
723,31,2,2,2,53960,1,17,2,1,0,0,7.0,3.0,3,1,3.0,4.0,4.0,1,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,3
724,35,1,2,1,67960,0,13,2,4,3,2,0.0,5.0,3,3,4.0,3.0,2.0,1,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Married,3
728,31,15,2,2,49600,0,15,3,10,6,7,1.0,10.0,3,2,4.0,3.0,2.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,3
740,27,2,5,1,137700,1,18,3,8,7,7,1.0,8.0,3,4,4.0,3.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,3
749,49,6,5,2,23420,0,18,2,4,1,3,3.0,20.0,3,3,1.0,1.0,3.0,1,Travel_Frequently,Sales,Medical,Female,Healthcare Representative,Single,3
750,29,3,2,2,68110,1,15,2,8,7,7,0.0,9.0,3,3,3.0,4.0,3.0,1,Travel_Frequently,Sales,Marketing,Female,Laboratory Technician,Single,3
755,31,4,3,2,30570,0,19,3,1,0,0,1.0,1.0,3,3,2.0,3.0,3.0,1,Travel_Frequently,Sales,Life Sciences,Male,Manager,Single,3
759,31,20,3,1,61800,1,14,2,1,0,0,1.0,1.0,3,1,1.0,2.0,4.0,1,Travel_Rarely,Sales,Technical Degree,Male,Research Scientist,Single,3
764,25,16,4,2,198590,0,19,3,3,2,2,3.0,6.0,3,2,1.0,1.0,3.0,1,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Married,3
774,46,18,1,1,59800,1,11,2,7,4,3,4.0,28.0,3,3,1.0,4.0,4.0,1,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,3
775,39,2,4,2,43810,2,15,1,1,0,0,2.0,11.0,3,2,1.0,1.0,4.0,1,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Single,3
776,31,2,3,2,25720,3,13,3,10,4,7,1.0,10.0,3,3,3.0,2.0,3.0,1,Travel_Frequently,Sales,Medical,Male,Sales Executive,Single,3
782,34,7,4,2,26940,1,16,3,2,2,2,1.0,2.0,3,3,1.0,3.0,3.0,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,3
803,24,3,3,2,76540,1,17,3,0,0,0,2.0,4.0,3,2,2.0,1.0,2.0,1,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Single,3
811,28,1,3,2,17060,0,12,3,0,0,0,7.0,8.0,3,3,3.0,1.0,2.0,1,Travel_Frequently,Sales,Marketing,Male,Laboratory Technician,Single,3
820,29,5,3,2,109340,2,17,2,9,0,7,6.0,11.0,3,3,1.0,1.0,1.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,3
826,40,2,3,2,47750,1,15,3,5,1,0,3.0,15.0,3,4,4.0,1.0,1.0,1,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,3
828,31,29,3,2,25150,0,14,3,7,7,7,1.0,7.0,3,2,4.0,3.0,1.0,1,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Single,3
849,30,1,3,3,179240,2,13,2,10,6,7,1.0,10.0,3,3,2.0,1.0,3.0,1,Travel_Rarely,Research & Development,Other,Male,Sales Executive,Married,3
853,35,2,3,1,25320,0,13,2,1,0,0,1.0,1.0,3,1,1.0,1.0,3.0,1,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,3
855,38,2,3,3,49080,1,19,3,5,1,4,4.0,7.0,3,2,3.0,2.0,3.0,1,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married,3
879,28,1,3,2,24130,1,16,2,1,0,0,1.0,1.0,3,3,3.0,2.0,3.0,1,Travel_Rarely,Human Resources,Medical,Female,Laboratory Technician,Married,3
896,18,3,5,1,24790,1,12,2,0,0,0,1.0,0.0,3,2,2.0,4.0,4.0,1,Travel_Frequently,Research & Development,Medical,Male,Research Director,Single,3
905,35,2,3,3,23210,1,12,0,13,6,0,9.0,15.0,3,3,4.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,3
914,40,16,4,1,36330,2,16,0,4,0,3,3.0,10.0,3,3,1.0,1.0,1.0,1,Travel_Rarely,Sales,Marketing,Male,Research Director,Single,3
929,35,17,4,1,54720,1,11,3,11,6,7,3.0,13.0,3,2,4.0,4.0,4.0,1,Travel_Frequently,Research & Development,Medical,Male,Research Director,Single,3
944,23,6,3,3,49690,0,12,3,5,1,2,1.0,5.0,3,3,4.0,3.0,3.0,1,Travel_Rarely,Human Resources,Life Sciences,Female,Laboratory Technician,Single,3
948,32,1,3,2,27430,1,19,2,1,0,0,1.0,1.0,3,3,4.0,2.0,3.0,1,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Single,3
956,23,12,2,2,75250,2,14,2,3,0,2,1.0,3.0,3,3,3.0,4.0,3.0,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,3
965,24,6,2,2,20070,0,12,2,1,0,0,1.0,1.0,3,2,4.0,3.0,3.0,1,Travel_Rarely,Sales,Medical,Female,Manager,Married,3
980,32,26,3,2,88230,2,13,3,0,0,0,6.0,10.0,3,3,1.0,2.0,3.0,1,Travel_Rarely,Research & Development,Medical,Female,Research Director,Single,3
989,30,10,3,1,22070,0,14,4,4,1,2,6.0,6.0,3,3,3.0,4.0,2.0,1,Travel_Frequently,Research & Development,Life Sciences,Female,Human Resources,Divorced,3
992,29,4,3,5,36910,0,13,3,2,2,2,1.0,2.0,3,3,2.0,2.0,3.0,1,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Single,3
998,33,10,3,1,43020,0,13,3,0,0,0,2.0,11.0,3,1,1.0,1.0,2.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single,3
1000,31,9,4,2,168850,2,14,2,1,0,0,2.0,10.0,3,3,1.0,3.0,3.0,1,Travel_Rarely,Human Resources,Human Resources,Male,Laboratory Technician,Married,3
1005,43,1,4,3,76550,1,12,3,1,0,0,9.0,6.0,3,3,3.0,3.0,3.0,1,Travel_Frequently,Research & Development,Other,Male,Sales Executive,Married,3
1014,21,1,2,5,27910,0,14,3,1,1,0,1.0,1.0,3,4,2.0,2.0,3.0,1,Travel_Rarely,Sales,Marketing,Male,Healthcare Representative,Single,3
1016,22,1,3,4,49680,0,14,3,1,0,0,1.0,1.0,3,3,3.0,1.0,3.0,1,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married,3
1022,44,10,4,1,28440,0,12,2,5,2,3,1.0,6.0,3,4,3.0,2.0,2.0,1,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Divorced,3
1034,37,24,3,1,137580,1,11,5,10,0,8,1.0,10.0,3,3,4.0,1.0,1.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,3
1040,26,2,1,3,65780,2,15,3,5,1,4,0.0,6.0,3,2,4.0,2.0,3.0,1,Travel_Rarely,Human Resources,Technical Degree,Female,Sales Executive,Married,3
1041,46,10,3,1,44220,1,11,2,9,3,7,4.0,13.0,3,3,4.0,2.0,4.0,1,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married,3
1055,31,2,3,3,21680,1,14,2,1,0,0,0.0,2.0,3,3,4.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,3
1056,29,8,2,1,28530,1,14,5,2,2,0,4.0,4.0,3,2,1.0,1.0,3.0,1,Travel_Rarely,Research & Development,Medical,Male,Manager,Divorced,3
1069,32,1,1,2,27410,0,11,3,2,2,2,7.0,7.0,3,3,3.0,2.0,2.0,1,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,3
1075,29,13,2,1,52200,0,17,3,1,1,0,1.0,1.0,3,2,4.0,4.0,2.0,1,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,3
1081,30,12,4,2,49500,2,12,3,1,0,0,1.0,1.0,3,3,2.0,4.0,2.0,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,3
1082,22,16,2,2,35790,3,19,3,1,0,0,1.0,1.0,3,3,4.0,2.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,3
1096,34,27,2,1,36920,1,12,5,5,3,0,1.0,5.0,3,3,4.0,1.0,3.0,1,Non-Travel,Research & Development,Life Sciences,Female,Sales Representative,Married,3
1108,29,2,4,2,28750,0,11,3,1,0,0,1.0,1.0,3,3,3.0,1.0,3.0,1,Travel_Frequently,Human Resources,Human Resources,Male,Sales Executive,Single,3
1112,28,25,3,1,187890,1,16,4,2,2,2,3.0,6.0,3,3,4.0,3.0,3.0,1,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,Single,3
1118,32,9,3,2,191900,1,17,2,4,0,3,3.0,8.0,3,3,1.0,3.0,3.0,1,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,3
1122,27,8,1,4,102310,1,13,2,1,0,0,1.0,1.0,3,3,1.0,2.0,3.0,1,Travel_Frequently,Sales,Life Sciences,Male,Laboratory Technician,Married,3
1133,28,7,5,2,171230,1,15,2,4,0,3,5.0,6.0,3,2,3.0,4.0,2.0,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Divorced,3
1138,31,2,1,3,70940,1,14,2,10,0,8,1.0,10.0,3,3,1.0,4.0,3.0,1,Travel_Frequently,Research & Development,Other,Male,Sales Executive,Married,3
1139,53,18,3,1,34230,1,15,4,2,2,2,6.0,15.0,3,3,1.0,1.0,2.0,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,3
1181,23,2,4,2,61790,0,11,3,1,1,0,1.0,1.0,3,3,4.0,1.0,2.0,1,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,3
1195,50,4,2,2,167990,1,14,2,6,0,1,7.0,12.0,3,2,2.0,3.0,3.0,1,Travel_Frequently,Sales,Life Sciences,Female,Laboratory Technician,Divorced,3
1204,50,17,3,1,173280,2,15,1,3,2,0,4.0,20.0,3,3,4.0,1.0,3.0,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,3
1213,41,7,2,1,20990,1,12,2,6,0,5,8.0,8.0,3,3,2.0,4.0,1.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,3
1215,37,2,3,1,56470,0,19,2,0,0,0,6.0,7.0,3,3,4.0,3.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single,3
1227,28,1,4,5,100960,0,13,2,4,0,3,5.0,6.0,3,3,3.0,3.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,3
1234,36,1,3,1,54860,1,12,2,5,0,3,7.0,10.0,3,3,3.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,3
1237,34,15,2,2,84630,0,13,2,4,1,3,2.0,8.0,3,1,2.0,1.0,3.0,1,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Single,3
1239,32,10,3,2,165980,0,13,2,10,6,7,1.0,10.0,3,3,2.0,1.0,3.0,1,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,3
1246,39,1,4,1,36730,1,14,3,1,0,0,3.0,19.0,3,3,4.0,4.0,4.0,1,Travel_Rarely,Human Resources,Medical,Male,Sales Executive,Married,3
1247,24,2,5,3,47680,1,11,2,2,2,0,2.0,6.0,3,2,2.0,4.0,2.0,1,Travel_Rarely,Human Resources,Human Resources,Male,Sales Executive,Married,3
1249,50,12,4,1,49000,0,11,3,3,0,2,1.0,3.0,3,2,1.0,3.0,3.0,1,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,3
1255,26,4,3,2,24040,0,12,6,1,0,1,1.0,1.0,3,3,1.0,3.0,2.0,1,Travel_Rarely,Sales,Marketing,Male,Manager,Single,3
1263,48,2,4,1,45910,0,16,6,1,0,0,9.0,23.0,3,1,1.0,3.0,3.0,1,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Single,3
1282,36,7,2,4,144110,3,18,2,1,0,0,0.0,2.0,3,4,4.0,3.0,2.0,1,Travel_Rarely,Sales,Life Sciences,Male,Laboratory Technician,Married,3
1320,25,10,1,2,82370,0,13,6,6,0,3,1.0,6.0,3,2,3.0,3.0,3.0,1,Travel_Rarely,Sales,Marketing,Male,Research Director,Single,3
